vv,vh,dem,pwater,label,water_percent
data\chips\VV\092_00.tif,data\chips\VH\092_00.tif,data\dem\092_00.tif,data\pwater\092_00.tif,data\labels\092_00.tif,9.332275390625
data\chips\VV\092_11.tif,data\chips\VH\092_11.tif,data\dem\092_11.tif,data\pwater\092_11.tif,data\labels\092_11.tif,6.12945556640625
data\chips\VV\093_00.tif,data\chips\VH\093_00.tif,data\dem\093_00.tif,data\pwater\093_00.tif,data\labels\093_00.tif,5.14373779296875
data\chips\VV\093_10.tif,data\chips\VH\093_10.tif,data\dem\093_10.tif,data\pwater\093_10.tif,data\labels\093_10.tif,6.44378662109375
data\chips\VV\094_10.tif,data\chips\VH\094_10.tif,data\dem\094_10.tif,data\pwater\094_10.tif,data\labels\094_10.tif,2.8778076171875
data\chips\VV\095_00.tif,data\chips\VH\095_00.tif,data\dem\095_00.tif,data\pwater\095_00.tif,data\labels\095_00.tif,4.4158935546875
data\chips\VV\095_10.tif,data\chips\VH\095_10.tif,data\dem\095_10.tif,data\pwater\095_10.tif,data\labels\095_10.tif,5.15594482421875
data\chips\VV\098_01.tif,data\chips\VH\098_01.tif,data\dem\098_01.tif,data\pwater\098_01.tif,data\labels\098_01.tif,4.3243408203125
data\chips\VV\098_11.tif,data\chips\VH\098_11.tif,data\dem\098_11.tif,data\pwater\098_11.tif,data\labels\098_11.tif,1.62353515625
data\chips\VV\101_00.tif,data\chips\VH\101_00.tif,data\dem\101_00.tif,data\pwater\101_00.tif,data\labels\101_00.tif,10.1348876953125
data\chips\VV\101_01.tif,data\chips\VH\101_01.tif,data\dem\101_01.tif,data\pwater\101_01.tif,data\labels\101_01.tif,9.89990234375
data\chips\VV\101_10.tif,data\chips\VH\101_10.tif,data\dem\101_10.tif,data\pwater\101_10.tif,data\labels\101_10.tif,1.22528076171875
data\chips\VV\101_11.tif,data\chips\VH\101_11.tif,data\dem\101_11.tif,data\pwater\101_11.tif,data\labels\101_11.tif,5.80596923828125
data\chips\VV\103_10.tif,data\chips\VH\103_10.tif,data\dem\103_10.tif,data\pwater\103_10.tif,data\labels\103_10.tif,14.8468017578125
data\chips\VV\103_11.tif,data\chips\VH\103_11.tif,data\dem\103_11.tif,data\pwater\103_11.tif,data\labels\103_11.tif,8.9080810546875
data\chips\VV\116_00.tif,data\chips\VH\116_00.tif,data\dem\116_00.tif,data\pwater\116_00.tif,data\labels\116_00.tif,6.3323974609375
data\chips\VV\116_01.tif,data\chips\VH\116_01.tif,data\dem\116_01.tif,data\pwater\116_01.tif,data\labels\116_01.tif,1.6937255859375
data\chips\VV\116_11.tif,data\chips\VH\116_11.tif,data\dem\116_11.tif,data\pwater\116_11.tif,data\labels\116_11.tif,18.06488037109375
data\chips\VV\121_11.tif,data\chips\VH\121_11.tif,data\dem\121_11.tif,data\pwater\121_11.tif,data\labels\121_11.tif,19.75860595703125
data\chips\VV\124_01.tif,data\chips\VH\124_01.tif,data\dem\124_01.tif,data\pwater\124_01.tif,data\labels\124_01.tif,4.83856201171875
data\chips\VV\125_11.tif,data\chips\VH\125_11.tif,data\dem\125_11.tif,data\pwater\125_11.tif,data\labels\125_11.tif,17.38433837890625
data\chips\VV\126_00.tif,data\chips\VH\126_00.tif,data\dem\126_00.tif,data\pwater\126_00.tif,data\labels\126_00.tif,6.55670166015625
data\chips\VV\128_00.tif,data\chips\VH\128_00.tif,data\dem\128_00.tif,data\pwater\128_00.tif,data\labels\128_00.tif,3.0853271484375
data\chips\VV\128_01.tif,data\chips\VH\128_01.tif,data\dem\128_01.tif,data\pwater\128_01.tif,data\labels\128_01.tif,1.3153076171875
data\chips\VV\129_00.tif,data\chips\VH\129_00.tif,data\dem\129_00.tif,data\pwater\129_00.tif,data\labels\129_00.tif,18.1884765625
data\chips\VV\133_00.tif,data\chips\VH\133_00.tif,data\dem\133_00.tif,data\pwater\133_00.tif,data\labels\133_00.tif,1.03759765625
data\chips\VV\133_10.tif,data\chips\VH\133_10.tif,data\dem\133_10.tif,data\pwater\133_10.tif,data\labels\133_10.tif,1.42364501953125
data\chips\VV\135_10.tif,data\chips\VH\135_10.tif,data\dem\135_10.tif,data\pwater\135_10.tif,data\labels\135_10.tif,1.24969482421875
data\chips\VV\135_11.tif,data\chips\VH\135_11.tif,data\dem\135_11.tif,data\pwater\135_11.tif,data\labels\135_11.tif,2.33612060546875
data\chips\VV\142_00.tif,data\chips\VH\142_00.tif,data\dem\142_00.tif,data\pwater\142_00.tif,data\labels\142_00.tif,6.7169189453125
data\chips\VV\142_01.tif,data\chips\VH\142_01.tif,data\dem\142_01.tif,data\pwater\142_01.tif,data\labels\142_01.tif,7.10601806640625
data\chips\VV\148_01.tif,data\chips\VH\148_01.tif,data\dem\148_01.tif,data\pwater\148_01.tif,data\labels\148_01.tif,3.4698486328125
data\chips\VV\148_11.tif,data\chips\VH\148_11.tif,data\dem\148_11.tif,data\pwater\148_11.tif,data\labels\148_11.tif,3.61328125
data\chips\VV\158_00.tif,data\chips\VH\158_00.tif,data\dem\158_00.tif,data\pwater\158_00.tif,data\labels\158_00.tif,1.1962890625
data\chips\VV\158_01.tif,data\chips\VH\158_01.tif,data\dem\158_01.tif,data\pwater\158_01.tif,data\labels\158_01.tif,2.58331298828125
data\chips\VV\158_10.tif,data\chips\VH\158_10.tif,data\dem\158_10.tif,data\pwater\158_10.tif,data\labels\158_10.tif,1.7242431640625
data\chips\VV\159_00.tif,data\chips\VH\159_00.tif,data\dem\159_00.tif,data\pwater\159_00.tif,data\labels\159_00.tif,1.2969970703125
data\chips\VV\159_11.tif,data\chips\VH\159_11.tif,data\dem\159_11.tif,data\pwater\159_11.tif,data\labels\159_11.tif,2.77557373046875
data\chips\VV\160_10.tif,data\chips\VH\160_10.tif,data\dem\160_10.tif,data\pwater\160_10.tif,data\labels\160_10.tif,1.2115478515625
data\chips\VV\160_11.tif,data\chips\VH\160_11.tif,data\dem\160_11.tif,data\pwater\160_11.tif,data\labels\160_11.tif,1.3671875
data\chips\VV\162_00.tif,data\chips\VH\162_00.tif,data\dem\162_00.tif,data\pwater\162_00.tif,data\labels\162_00.tif,10.97259521484375
data\chips\VV\162_01.tif,data\chips\VH\162_01.tif,data\dem\162_01.tif,data\pwater\162_01.tif,data\labels\162_01.tif,5.0201416015625
data\chips\VV\162_10.tif,data\chips\VH\162_10.tif,data\dem\162_10.tif,data\pwater\162_10.tif,data\labels\162_10.tif,1.5869140625
data\chips\VV\163_01.tif,data\chips\VH\163_01.tif,data\dem\163_01.tif,data\pwater\163_01.tif,data\labels\163_01.tif,1.6937255859375
data\chips\VV\163_11.tif,data\chips\VH\163_11.tif,data\dem\163_11.tif,data\pwater\163_11.tif,data\labels\163_11.tif,1.239013671875
data\chips\VV\164_00.tif,data\chips\VH\164_00.tif,data\dem\164_00.tif,data\pwater\164_00.tif,data\labels\164_00.tif,6.2957763671875
data\chips\VV\164_01.tif,data\chips\VH\164_01.tif,data\dem\164_01.tif,data\pwater\164_01.tif,data\labels\164_01.tif,8.39996337890625
data\chips\VV\164_11.tif,data\chips\VH\164_11.tif,data\dem\164_11.tif,data\pwater\164_11.tif,data\labels\164_11.tif,1.36566162109375
data\chips\VV\167_00.tif,data\chips\VH\167_00.tif,data\dem\167_00.tif,data\pwater\167_00.tif,data\labels\167_00.tif,21.39892578125
data\chips\VV\168_00.tif,data\chips\VH\168_00.tif,data\dem\168_00.tif,data\pwater\168_00.tif,data\labels\168_00.tif,15.08331298828125
data\chips\VV\170_01.tif,data\chips\VH\170_01.tif,data\dem\170_01.tif,data\pwater\170_01.tif,data\labels\170_01.tif,4.40216064453125
data\chips\VV\172_00.tif,data\chips\VH\172_00.tif,data\dem\172_00.tif,data\pwater\172_00.tif,data\labels\172_00.tif,11.6363525390625
data\chips\VV\174_10.tif,data\chips\VH\174_10.tif,data\dem\174_10.tif,data\pwater\174_10.tif,data\labels\174_10.tif,23.33831787109375
data\chips\VV\177_00.tif,data\chips\VH\177_00.tif,data\dem\177_00.tif,data\pwater\177_00.tif,data\labels\177_00.tif,1.76544189453125
data\chips\VV\177_01.tif,data\chips\VH\177_01.tif,data\dem\177_01.tif,data\pwater\177_01.tif,data\labels\177_01.tif,2.29644775390625
data\chips\VV\177_10.tif,data\chips\VH\177_10.tif,data\dem\177_10.tif,data\pwater\177_10.tif,data\labels\177_10.tif,1.25885009765625
data\chips\VV\177_11.tif,data\chips\VH\177_11.tif,data\dem\177_11.tif,data\pwater\177_11.tif,data\labels\177_11.tif,1.104736328125
data\chips\VV\178_10.tif,data\chips\VH\178_10.tif,data\dem\178_10.tif,data\pwater\178_10.tif,data\labels\178_10.tif,2.28271484375
data\chips\VV\179_00.tif,data\chips\VH\179_00.tif,data\dem\179_00.tif,data\pwater\179_00.tif,data\labels\179_00.tif,18.23272705078125
data\chips\VV\180_00.tif,data\chips\VH\180_00.tif,data\dem\180_00.tif,data\pwater\180_00.tif,data\labels\180_00.tif,1.29852294921875
data\chips\VV\180_11.tif,data\chips\VH\180_11.tif,data\dem\180_11.tif,data\pwater\180_11.tif,data\labels\180_11.tif,1.1444091796875
data\chips\VV\182_00.tif,data\chips\VH\182_00.tif,data\dem\182_00.tif,data\pwater\182_00.tif,data\labels\182_00.tif,1.73797607421875
data\chips\VV\182_01.tif,data\chips\VH\182_01.tif,data\dem\182_01.tif,data\pwater\182_01.tif,data\labels\182_01.tif,1.2969970703125
data\chips\VV\182_10.tif,data\chips\VH\182_10.tif,data\dem\182_10.tif,data\pwater\182_10.tif,data\labels\182_10.tif,1.9439697265625
data\chips\VV\182_11.tif,data\chips\VH\182_11.tif,data\dem\182_11.tif,data\pwater\182_11.tif,data\labels\182_11.tif,1.66473388671875
data\chips\VV\184_01.tif,data\chips\VH\184_01.tif,data\dem\184_01.tif,data\pwater\184_01.tif,data\labels\184_01.tif,1.22833251953125
data\chips\VV\184_10.tif,data\chips\VH\184_10.tif,data\dem\184_10.tif,data\pwater\184_10.tif,data\labels\184_10.tif,1.61285400390625
data\chips\VV\184_11.tif,data\chips\VH\184_11.tif,data\dem\184_11.tif,data\pwater\184_11.tif,data\labels\184_11.tif,1.2664794921875
data\chips\VV\185_01.tif,data\chips\VH\185_01.tif,data\dem\185_01.tif,data\pwater\185_01.tif,data\labels\185_01.tif,1.93023681640625
data\chips\VV\185_11.tif,data\chips\VH\185_11.tif,data\dem\185_11.tif,data\pwater\185_11.tif,data\labels\185_11.tif,1.3885498046875
data\chips\VV\186_00.tif,data\chips\VH\186_00.tif,data\dem\186_00.tif,data\pwater\186_00.tif,data\labels\186_00.tif,2.020263671875
data\chips\VV\189_10.tif,data\chips\VH\189_10.tif,data\dem\189_10.tif,data\pwater\189_10.tif,data\labels\189_10.tif,3.741455078125
data\chips\VV\190_01.tif,data\chips\VH\190_01.tif,data\dem\190_01.tif,data\pwater\190_01.tif,data\labels\190_01.tif,12.11395263671875
data\chips\VV\190_10.tif,data\chips\VH\190_10.tif,data\dem\190_10.tif,data\pwater\190_10.tif,data\labels\190_10.tif,1.2451171875
data\chips\VV\190_11.tif,data\chips\VH\190_11.tif,data\dem\190_11.tif,data\pwater\190_11.tif,data\labels\190_11.tif,1.07879638671875
data\chips\VV\193_11.tif,data\chips\VH\193_11.tif,data\dem\193_11.tif,data\pwater\193_11.tif,data\labels\193_11.tif,1.3946533203125
data\chips\VV\196_01.tif,data\chips\VH\196_01.tif,data\dem\196_01.tif,data\pwater\196_01.tif,data\labels\196_01.tif,1.42669677734375
data\chips\VV\197_00.tif,data\chips\VH\197_00.tif,data\dem\197_00.tif,data\pwater\197_00.tif,data\labels\197_00.tif,1.8890380859375
data\chips\VV\197_11.tif,data\chips\VH\197_11.tif,data\dem\197_11.tif,data\pwater\197_11.tif,data\labels\197_11.tif,1.48773193359375
data\chips\VV\198_01.tif,data\chips\VH\198_01.tif,data\dem\198_01.tif,data\pwater\198_01.tif,data\labels\198_01.tif,1.95465087890625
data\chips\VV\199_01.tif,data\chips\VH\199_01.tif,data\dem\199_01.tif,data\pwater\199_01.tif,data\labels\199_01.tif,15.09552001953125
data\chips\VV\199_10.tif,data\chips\VH\199_10.tif,data\dem\199_10.tif,data\pwater\199_10.tif,data\labels\199_10.tif,5.72967529296875
data\chips\VV\200_11.tif,data\chips\VH\200_11.tif,data\dem\200_11.tif,data\pwater\200_11.tif,data\labels\200_11.tif,1.16729736328125
data\chips\VV\201_01.tif,data\chips\VH\201_01.tif,data\dem\201_01.tif,data\pwater\201_01.tif,data\labels\201_01.tif,2.51617431640625
data\chips\VV\203_00.tif,data\chips\VH\203_00.tif,data\dem\203_00.tif,data\pwater\203_00.tif,data\labels\203_00.tif,2.9754638671875
data\chips\VV\203_01.tif,data\chips\VH\203_01.tif,data\dem\203_01.tif,data\pwater\203_01.tif,data\labels\203_01.tif,1.5411376953125
data\chips\VV\205_01.tif,data\chips\VH\205_01.tif,data\dem\205_01.tif,data\pwater\205_01.tif,data\labels\205_01.tif,1.593017578125
data\chips\VV\205_10.tif,data\chips\VH\205_10.tif,data\dem\205_10.tif,data\pwater\205_10.tif,data\labels\205_10.tif,1.10931396484375
data\chips\VV\205_11.tif,data\chips\VH\205_11.tif,data\dem\205_11.tif,data\pwater\205_11.tif,data\labels\205_11.tif,1.68609619140625
data\chips\VV\206_00.tif,data\chips\VH\206_00.tif,data\dem\206_00.tif,data\pwater\206_00.tif,data\labels\206_00.tif,14.07318115234375
data\chips\VV\206_01.tif,data\chips\VH\206_01.tif,data\dem\206_01.tif,data\pwater\206_01.tif,data\labels\206_01.tif,27.1820068359375
data\chips\VV\206_10.tif,data\chips\VH\206_10.tif,data\dem\206_10.tif,data\pwater\206_10.tif,data\labels\206_10.tif,14.27154541015625
data\chips\VV\206_11.tif,data\chips\VH\206_11.tif,data\dem\206_11.tif,data\pwater\206_11.tif,data\labels\206_11.tif,12.2589111328125
data\chips\VV\207_00.tif,data\chips\VH\207_00.tif,data\dem\207_00.tif,data\pwater\207_00.tif,data\labels\207_00.tif,2.85186767578125
data\chips\VV\207_01.tif,data\chips\VH\207_01.tif,data\dem\207_01.tif,data\pwater\207_01.tif,data\labels\207_01.tif,10.99700927734375
data\chips\VV\208_01.tif,data\chips\VH\208_01.tif,data\dem\208_01.tif,data\pwater\208_01.tif,data\labels\208_01.tif,6.9305419921875
data\chips\VV\209_00.tif,data\chips\VH\209_00.tif,data\dem\209_00.tif,data\pwater\209_00.tif,data\labels\209_00.tif,9.85107421875
data\chips\VV\209_01.tif,data\chips\VH\209_01.tif,data\dem\209_01.tif,data\pwater\209_01.tif,data\labels\209_01.tif,2.0965576171875
data\chips\VV\209_10.tif,data\chips\VH\209_10.tif,data\dem\209_10.tif,data\pwater\209_10.tif,data\labels\209_10.tif,29.78363037109375
data\chips\VV\212_00.tif,data\chips\VH\212_00.tif,data\dem\212_00.tif,data\pwater\212_00.tif,data\labels\212_00.tif,1.31378173828125
data\chips\VV\212_01.tif,data\chips\VH\212_01.tif,data\dem\212_01.tif,data\pwater\212_01.tif,data\labels\212_01.tif,1.50604248046875
data\chips\VV\212_11.tif,data\chips\VH\212_11.tif,data\dem\212_11.tif,data\pwater\212_11.tif,data\labels\212_11.tif,1.629638671875
data\chips\VV\213_01.tif,data\chips\VH\213_01.tif,data\dem\213_01.tif,data\pwater\213_01.tif,data\labels\213_01.tif,10.85357666015625
data\chips\VV\215_00.tif,data\chips\VH\215_00.tif,data\dem\215_00.tif,data\pwater\215_00.tif,data\labels\215_00.tif,1.71966552734375
data\chips\VV\216_10.tif,data\chips\VH\216_10.tif,data\dem\216_10.tif,data\pwater\216_10.tif,data\labels\216_10.tif,3.33099365234375
data\chips\VV\217_00.tif,data\chips\VH\217_00.tif,data\dem\217_00.tif,data\pwater\217_00.tif,data\labels\217_00.tif,17.54913330078125
data\chips\VV\217_10.tif,data\chips\VH\217_10.tif,data\dem\217_10.tif,data\pwater\217_10.tif,data\labels\217_10.tif,9.31854248046875
data\chips\VV\218_00.tif,data\chips\VH\218_00.tif,data\dem\218_00.tif,data\pwater\218_00.tif,data\labels\218_00.tif,6.890869140625
data\chips\VV\218_01.tif,data\chips\VH\218_01.tif,data\dem\218_01.tif,data\pwater\218_01.tif,data\labels\218_01.tif,1.2481689453125
data\chips\VV\218_10.tif,data\chips\VH\218_10.tif,data\dem\218_10.tif,data\pwater\218_10.tif,data\labels\218_10.tif,3.4515380859375
data\chips\VV\220_11.tif,data\chips\VH\220_11.tif,data\dem\220_11.tif,data\pwater\220_11.tif,data\labels\220_11.tif,18.2342529296875
data\chips\VV\226_00.tif,data\chips\VH\226_00.tif,data\dem\226_00.tif,data\pwater\226_00.tif,data\labels\226_00.tif,3.00445556640625
data\chips\VV\226_10.tif,data\chips\VH\226_10.tif,data\dem\226_10.tif,data\pwater\226_10.tif,data\labels\226_10.tif,3.50494384765625
data\chips\VV\229_01.tif,data\chips\VH\229_01.tif,data\dem\229_01.tif,data\pwater\229_01.tif,data\labels\229_01.tif,2.00958251953125
data\chips\VV\229_11.tif,data\chips\VH\229_11.tif,data\dem\229_11.tif,data\pwater\229_11.tif,data\labels\229_11.tif,5.78765869140625
data\chips\VV\231_00.tif,data\chips\VH\231_00.tif,data\dem\231_00.tif,data\pwater\231_00.tif,data\labels\231_00.tif,3.3050537109375
data\chips\VV\231_01.tif,data\chips\VH\231_01.tif,data\dem\231_01.tif,data\pwater\231_01.tif,data\labels\231_01.tif,4.01763916015625
data\chips\VV\236_00.tif,data\chips\VH\236_00.tif,data\dem\236_00.tif,data\pwater\236_00.tif,data\labels\236_00.tif,1.61285400390625
data\chips\VV\236_01.tif,data\chips\VH\236_01.tif,data\dem\236_01.tif,data\pwater\236_01.tif,data\labels\236_01.tif,2.32391357421875
data\chips\VV\236_10.tif,data\chips\VH\236_10.tif,data\dem\236_10.tif,data\pwater\236_10.tif,data\labels\236_10.tif,4.1107177734375
data\chips\VV\237_01.tif,data\chips\VH\237_01.tif,data\dem\237_01.tif,data\pwater\237_01.tif,data\labels\237_01.tif,1.52587890625
data\chips\VV\239_10.tif,data\chips\VH\239_10.tif,data\dem\239_10.tif,data\pwater\239_10.tif,data\labels\239_10.tif,6.05621337890625
data\chips\VV\242_00.tif,data\chips\VH\242_00.tif,data\dem\242_00.tif,data\pwater\242_00.tif,data\labels\242_00.tif,1.0040283203125
data\chips\VV\243_01.tif,data\chips\VH\243_01.tif,data\dem\243_01.tif,data\pwater\243_01.tif,data\labels\243_01.tif,7.18231201171875
data\chips\VV\244_00.tif,data\chips\VH\244_00.tif,data\dem\244_00.tif,data\pwater\244_00.tif,data\labels\244_00.tif,2.862548828125
data\chips\VV\244_11.tif,data\chips\VH\244_11.tif,data\dem\244_11.tif,data\pwater\244_11.tif,data\labels\244_11.tif,1.09405517578125
data\chips\VV\245_00.tif,data\chips\VH\245_00.tif,data\dem\245_00.tif,data\pwater\245_00.tif,data\labels\245_00.tif,1.58538818359375
data\chips\VV\245_11.tif,data\chips\VH\245_11.tif,data\dem\245_11.tif,data\pwater\245_11.tif,data\labels\245_11.tif,1.67999267578125
data\chips\VV\246_00.tif,data\chips\VH\246_00.tif,data\dem\246_00.tif,data\pwater\246_00.tif,data\labels\246_00.tif,2.18353271484375
data\chips\VV\246_10.tif,data\chips\VH\246_10.tif,data\dem\246_10.tif,data\pwater\246_10.tif,data\labels\246_10.tif,2.43377685546875
data\chips\VV\247_01.tif,data\chips\VH\247_01.tif,data\dem\247_01.tif,data\pwater\247_01.tif,data\labels\247_01.tif,1.068115234375
data\chips\VV\249_10.tif,data\chips\VH\249_10.tif,data\dem\249_10.tif,data\pwater\249_10.tif,data\labels\249_10.tif,2.3468017578125
data\chips\VV\249_11.tif,data\chips\VH\249_11.tif,data\dem\249_11.tif,data\pwater\249_11.tif,data\labels\249_11.tif,23.45733642578125
data\chips\VV\250_00.tif,data\chips\VH\250_00.tif,data\dem\250_00.tif,data\pwater\250_00.tif,data\labels\250_00.tif,1.14288330078125
data\chips\VV\250_01.tif,data\chips\VH\250_01.tif,data\dem\250_01.tif,data\pwater\250_01.tif,data\labels\250_01.tif,1.69677734375
data\chips\VV\250_10.tif,data\chips\VH\250_10.tif,data\dem\250_10.tif,data\pwater\250_10.tif,data\labels\250_10.tif,2.49481201171875
data\chips\VV\250_11.tif,data\chips\VH\250_11.tif,data\dem\250_11.tif,data\pwater\250_11.tif,data\labels\250_11.tif,1.58538818359375
data\chips\VV\252_00.tif,data\chips\VH\252_00.tif,data\dem\252_00.tif,data\pwater\252_00.tif,data\labels\252_00.tif,1.0894775390625
data\chips\VV\253_01.tif,data\chips\VH\253_01.tif,data\dem\253_01.tif,data\pwater\253_01.tif,data\labels\253_01.tif,1.3092041015625
data\chips\VV\253_11.tif,data\chips\VH\253_11.tif,data\dem\253_11.tif,data\pwater\253_11.tif,data\labels\253_11.tif,1.031494140625
data\chips\VV\254_10.tif,data\chips\VH\254_10.tif,data\dem\254_10.tif,data\pwater\254_10.tif,data\labels\254_10.tif,2.46429443359375
data\chips\VV\255_00.tif,data\chips\VH\255_00.tif,data\dem\255_00.tif,data\pwater\255_00.tif,data\labels\255_00.tif,1.43890380859375
data\chips\VV\255_10.tif,data\chips\VH\255_10.tif,data\dem\255_10.tif,data\pwater\255_10.tif,data\labels\255_10.tif,12.3077392578125
data\chips\VV\256_10.tif,data\chips\VH\256_10.tif,data\dem\256_10.tif,data\pwater\256_10.tif,data\labels\256_10.tif,1.55487060546875
data\chips\VV\258_10.tif,data\chips\VH\258_10.tif,data\dem\258_10.tif,data\pwater\258_10.tif,data\labels\258_10.tif,3.30657958984375
data\chips\VV\259_00.tif,data\chips\VH\259_00.tif,data\dem\259_00.tif,data\pwater\259_00.tif,data\labels\259_00.tif,29.5135498046875
data\chips\VV\259_01.tif,data\chips\VH\259_01.tif,data\dem\259_01.tif,data\pwater\259_01.tif,data\labels\259_01.tif,1.29547119140625
data\chips\VV\259_10.tif,data\chips\VH\259_10.tif,data\dem\259_10.tif,data\pwater\259_10.tif,data\labels\259_10.tif,14.764404296875
data\chips\VV\260_01.tif,data\chips\VH\260_01.tif,data\dem\260_01.tif,data\pwater\260_01.tif,data\labels\260_01.tif,12.41455078125
data\chips\VV\260_10.tif,data\chips\VH\260_10.tif,data\dem\260_10.tif,data\pwater\260_10.tif,data\labels\260_10.tif,1.92108154296875
data\chips\VV\262_00.tif,data\chips\VH\262_00.tif,data\dem\262_00.tif,data\pwater\262_00.tif,data\labels\262_00.tif,1.2847900390625
data\chips\VV\263_00.tif,data\chips\VH\263_00.tif,data\dem\263_00.tif,data\pwater\263_00.tif,data\labels\263_00.tif,6.6070556640625
data\chips\VV\263_01.tif,data\chips\VH\263_01.tif,data\dem\263_01.tif,data\pwater\263_01.tif,data\labels\263_01.tif,5.9600830078125
data\chips\VV\263_10.tif,data\chips\VH\263_10.tif,data\dem\263_10.tif,data\pwater\263_10.tif,data\labels\263_10.tif,7.65533447265625
data\chips\VV\263_11.tif,data\chips\VH\263_11.tif,data\dem\263_11.tif,data\pwater\263_11.tif,data\labels\263_11.tif,3.0792236328125
data\chips\VV\264_00.tif,data\chips\VH\264_00.tif,data\dem\264_00.tif,data\pwater\264_00.tif,data\labels\264_00.tif,1.3458251953125
data\chips\VV\264_10.tif,data\chips\VH\264_10.tif,data\dem\264_10.tif,data\pwater\264_10.tif,data\labels\264_10.tif,2.31781005859375
data\chips\VV\264_11.tif,data\chips\VH\264_11.tif,data\dem\264_11.tif,data\pwater\264_11.tif,data\labels\264_11.tif,1.0345458984375
data\chips\VV\265_00.tif,data\chips\VH\265_00.tif,data\dem\265_00.tif,data\pwater\265_00.tif,data\labels\265_00.tif,13.7603759765625
data\chips\VV\265_01.tif,data\chips\VH\265_01.tif,data\dem\265_01.tif,data\pwater\265_01.tif,data\labels\265_01.tif,27.3529052734375
data\chips\VV\265_10.tif,data\chips\VH\265_10.tif,data\dem\265_10.tif,data\pwater\265_10.tif,data\labels\265_10.tif,1.23138427734375
data\chips\VV\266_11.tif,data\chips\VH\266_11.tif,data\dem\266_11.tif,data\pwater\266_11.tif,data\labels\266_11.tif,2.2430419921875
data\chips\VV\267_01.tif,data\chips\VH\267_01.tif,data\dem\267_01.tif,data\pwater\267_01.tif,data\labels\267_01.tif,8.8226318359375
data\chips\VV\267_10.tif,data\chips\VH\267_10.tif,data\dem\267_10.tif,data\pwater\267_10.tif,data\labels\267_10.tif,28.26385498046875
data\chips\VV\267_11.tif,data\chips\VH\267_11.tif,data\dem\267_11.tif,data\pwater\267_11.tif,data\labels\267_11.tif,2.51312255859375
data\chips\VV\268_00.tif,data\chips\VH\268_00.tif,data\dem\268_00.tif,data\pwater\268_00.tif,data\labels\268_00.tif,1.483154296875
data\chips\VV\268_01.tif,data\chips\VH\268_01.tif,data\dem\268_01.tif,data\pwater\268_01.tif,data\labels\268_01.tif,12.84332275390625
data\chips\VV\268_10.tif,data\chips\VH\268_10.tif,data\dem\268_10.tif,data\pwater\268_10.tif,data\labels\268_10.tif,17.35382080078125
data\chips\VV\269_01.tif,data\chips\VH\269_01.tif,data\dem\269_01.tif,data\pwater\269_01.tif,data\labels\269_01.tif,1.0894775390625
data\chips\VV\269_11.tif,data\chips\VH\269_11.tif,data\dem\269_11.tif,data\pwater\269_11.tif,data\labels\269_11.tif,1.65252685546875
data\chips\VV\270_11.tif,data\chips\VH\270_11.tif,data\dem\270_11.tif,data\pwater\270_11.tif,data\labels\270_11.tif,1.00250244140625
data\chips\VV\271_10.tif,data\chips\VH\271_10.tif,data\dem\271_10.tif,data\pwater\271_10.tif,data\labels\271_10.tif,13.08441162109375
data\chips\VV\272_01.tif,data\chips\VH\272_01.tif,data\dem\272_01.tif,data\pwater\272_01.tif,data\labels\272_01.tif,2.0782470703125
data\chips\VV\272_11.tif,data\chips\VH\272_11.tif,data\dem\272_11.tif,data\pwater\272_11.tif,data\labels\272_11.tif,2.05078125
data\chips\VV\274_00.tif,data\chips\VH\274_00.tif,data\dem\274_00.tif,data\pwater\274_00.tif,data\labels\274_00.tif,22.662353515625
data\chips\VV\274_01.tif,data\chips\VH\274_01.tif,data\dem\274_01.tif,data\pwater\274_01.tif,data\labels\274_01.tif,24.04022216796875
data\chips\VV\274_10.tif,data\chips\VH\274_10.tif,data\dem\274_10.tif,data\pwater\274_10.tif,data\labels\274_10.tif,9.5916748046875
data\chips\VV\275_10.tif,data\chips\VH\275_10.tif,data\dem\275_10.tif,data\pwater\275_10.tif,data\labels\275_10.tif,1.1322021484375
data\chips\VV\276_00.tif,data\chips\VH\276_00.tif,data\dem\276_00.tif,data\pwater\276_00.tif,data\labels\276_00.tif,7.3516845703125
data\chips\VV\276_01.tif,data\chips\VH\276_01.tif,data\dem\276_01.tif,data\pwater\276_01.tif,data\labels\276_01.tif,21.88262939453125
data\chips\VV\276_10.tif,data\chips\VH\276_10.tif,data\dem\276_10.tif,data\pwater\276_10.tif,data\labels\276_10.tif,4.00238037109375
data\chips\VV\276_11.tif,data\chips\VH\276_11.tif,data\dem\276_11.tif,data\pwater\276_11.tif,data\labels\276_11.tif,5.0201416015625
data\chips\VV\277_00.tif,data\chips\VH\277_00.tif,data\dem\277_00.tif,data\pwater\277_00.tif,data\labels\277_00.tif,1.93634033203125
data\chips\VV\277_01.tif,data\chips\VH\277_01.tif,data\dem\277_01.tif,data\pwater\277_01.tif,data\labels\277_01.tif,3.0426025390625
data\chips\VV\277_10.tif,data\chips\VH\277_10.tif,data\dem\277_10.tif,data\pwater\277_10.tif,data\labels\277_10.tif,1.50299072265625
data\chips\VV\277_11.tif,data\chips\VH\277_11.tif,data\dem\277_11.tif,data\pwater\277_11.tif,data\labels\277_11.tif,1.3397216796875
