vv,vh,dem,pwater,label,water_percent
data\chips\VV\263_00.tif,data\chips\VH\263_00.tif,data\dem\263_00.tif,data\pwater\263_00.tif,data\labels\263_00.tif,6.6070556640625
data\chips\VV\263_01.tif,data\chips\VH\263_01.tif,data\dem\263_01.tif,data\pwater\263_01.tif,data\labels\263_01.tif,5.9600830078125
data\chips\VV\263_10.tif,data\chips\VH\263_10.tif,data\dem\263_10.tif,data\pwater\263_10.tif,data\labels\263_10.tif,7.65533447265625
data\chips\VV\263_11.tif,data\chips\VH\263_11.tif,data\dem\263_11.tif,data\pwater\263_11.tif,data\labels\263_11.tif,3.0792236328125
data\chips\VV\264_00.tif,data\chips\VH\264_00.tif,data\dem\264_00.tif,data\pwater\264_00.tif,data\labels\264_00.tif,1.3458251953125
data\chips\VV\264_01.tif,data\chips\VH\264_01.tif,data\dem\264_01.tif,data\pwater\264_01.tif,data\labels\264_01.tif,0.86669921875
data\chips\VV\264_10.tif,data\chips\VH\264_10.tif,data\dem\264_10.tif,data\pwater\264_10.tif,data\labels\264_10.tif,2.31781005859375
data\chips\VV\264_11.tif,data\chips\VH\264_11.tif,data\dem\264_11.tif,data\pwater\264_11.tif,data\labels\264_11.tif,1.0345458984375
data\chips\VV\265_00.tif,data\chips\VH\265_00.tif,data\dem\265_00.tif,data\pwater\265_00.tif,data\labels\265_00.tif,13.7603759765625
data\chips\VV\265_01.tif,data\chips\VH\265_01.tif,data\dem\265_01.tif,data\pwater\265_01.tif,data\labels\265_01.tif,27.3529052734375
data\chips\VV\265_10.tif,data\chips\VH\265_10.tif,data\dem\265_10.tif,data\pwater\265_10.tif,data\labels\265_10.tif,1.23138427734375
data\chips\VV\265_11.tif,data\chips\VH\265_11.tif,data\dem\265_11.tif,data\pwater\265_11.tif,data\labels\265_11.tif,0.4180908203125
data\chips\VV\266_00.tif,data\chips\VH\266_00.tif,data\dem\266_00.tif,data\pwater\266_00.tif,data\labels\266_00.tif,0.531005859375
data\chips\VV\266_01.tif,data\chips\VH\266_01.tif,data\dem\266_01.tif,data\pwater\266_01.tif,data\labels\266_01.tif,0.836181640625
data\chips\VV\266_10.tif,data\chips\VH\266_10.tif,data\dem\266_10.tif,data\pwater\266_10.tif,data\labels\266_10.tif,0.5218505859375
data\chips\VV\266_11.tif,data\chips\VH\266_11.tif,data\dem\266_11.tif,data\pwater\266_11.tif,data\labels\266_11.tif,2.2430419921875
data\chips\VV\267_00.tif,data\chips\VH\267_00.tif,data\dem\267_00.tif,data\pwater\267_00.tif,data\labels\267_00.tif,90.277099609375
data\chips\VV\267_01.tif,data\chips\VH\267_01.tif,data\dem\267_01.tif,data\pwater\267_01.tif,data\labels\267_01.tif,8.8226318359375
data\chips\VV\267_10.tif,data\chips\VH\267_10.tif,data\dem\267_10.tif,data\pwater\267_10.tif,data\labels\267_10.tif,28.26385498046875
data\chips\VV\267_11.tif,data\chips\VH\267_11.tif,data\dem\267_11.tif,data\pwater\267_11.tif,data\labels\267_11.tif,2.51312255859375
data\chips\VV\268_00.tif,data\chips\VH\268_00.tif,data\dem\268_00.tif,data\pwater\268_00.tif,data\labels\268_00.tif,1.483154296875
data\chips\VV\268_01.tif,data\chips\VH\268_01.tif,data\dem\268_01.tif,data\pwater\268_01.tif,data\labels\268_01.tif,12.84332275390625
data\chips\VV\268_10.tif,data\chips\VH\268_10.tif,data\dem\268_10.tif,data\pwater\268_10.tif,data\labels\268_10.tif,17.35382080078125
data\chips\VV\268_11.tif,data\chips\VH\268_11.tif,data\dem\268_11.tif,data\pwater\268_11.tif,data\labels\268_11.tif,37.9364013671875
data\chips\VV\269_00.tif,data\chips\VH\269_00.tif,data\dem\269_00.tif,data\pwater\269_00.tif,data\labels\269_00.tif,0.9490966796875
data\chips\VV\269_01.tif,data\chips\VH\269_01.tif,data\dem\269_01.tif,data\pwater\269_01.tif,data\labels\269_01.tif,1.0894775390625
data\chips\VV\269_10.tif,data\chips\VH\269_10.tif,data\dem\269_10.tif,data\pwater\269_10.tif,data\labels\269_10.tif,0.6256103515625
data\chips\VV\269_11.tif,data\chips\VH\269_11.tif,data\dem\269_11.tif,data\pwater\269_11.tif,data\labels\269_11.tif,1.65252685546875
data\chips\VV\270_00.tif,data\chips\VH\270_00.tif,data\dem\270_00.tif,data\pwater\270_00.tif,data\labels\270_00.tif,0.6866455078125
data\chips\VV\270_01.tif,data\chips\VH\270_01.tif,data\dem\270_01.tif,data\pwater\270_01.tif,data\labels\270_01.tif,0.738525390625
data\chips\VV\270_10.tif,data\chips\VH\270_10.tif,data\dem\270_10.tif,data\pwater\270_10.tif,data\labels\270_10.tif,0.65765380859375
data\chips\VV\270_11.tif,data\chips\VH\270_11.tif,data\dem\270_11.tif,data\pwater\270_11.tif,data\labels\270_11.tif,1.00250244140625
data\chips\VV\271_00.tif,data\chips\VH\271_00.tif,data\dem\271_00.tif,data\pwater\271_00.tif,data\labels\271_00.tif,30.43365478515625
data\chips\VV\271_01.tif,data\chips\VH\271_01.tif,data\dem\271_01.tif,data\pwater\271_01.tif,data\labels\271_01.tif,36.053466796875
data\chips\VV\271_10.tif,data\chips\VH\271_10.tif,data\dem\271_10.tif,data\pwater\271_10.tif,data\labels\271_10.tif,13.08441162109375
data\chips\VV\271_11.tif,data\chips\VH\271_11.tif,data\dem\271_11.tif,data\pwater\271_11.tif,data\labels\271_11.tif,40.81573486328125
data\chips\VV\272_00.tif,data\chips\VH\272_00.tif,data\dem\272_00.tif,data\pwater\272_00.tif,data\labels\272_00.tif,0.7843017578125
data\chips\VV\272_01.tif,data\chips\VH\272_01.tif,data\dem\272_01.tif,data\pwater\272_01.tif,data\labels\272_01.tif,2.0782470703125
data\chips\VV\272_10.tif,data\chips\VH\272_10.tif,data\dem\272_10.tif,data\pwater\272_10.tif,data\labels\272_10.tif,0.66375732421875
data\chips\VV\272_11.tif,data\chips\VH\272_11.tif,data\dem\272_11.tif,data\pwater\272_11.tif,data\labels\272_11.tif,2.05078125
data\chips\VV\273_00.tif,data\chips\VH\273_00.tif,data\dem\273_00.tif,data\pwater\273_00.tif,data\labels\273_00.tif,0.091552734375
data\chips\VV\273_01.tif,data\chips\VH\273_01.tif,data\dem\273_01.tif,data\pwater\273_01.tif,data\labels\273_01.tif,0.26092529296875
data\chips\VV\273_10.tif,data\chips\VH\273_10.tif,data\dem\273_10.tif,data\pwater\273_10.tif,data\labels\273_10.tif,0.69427490234375
data\chips\VV\273_11.tif,data\chips\VH\273_11.tif,data\dem\273_11.tif,data\pwater\273_11.tif,data\labels\273_11.tif,0.95062255859375
data\chips\VV\274_00.tif,data\chips\VH\274_00.tif,data\dem\274_00.tif,data\pwater\274_00.tif,data\labels\274_00.tif,22.662353515625
data\chips\VV\274_01.tif,data\chips\VH\274_01.tif,data\dem\274_01.tif,data\pwater\274_01.tif,data\labels\274_01.tif,24.04022216796875
data\chips\VV\274_10.tif,data\chips\VH\274_10.tif,data\dem\274_10.tif,data\pwater\274_10.tif,data\labels\274_10.tif,9.5916748046875
data\chips\VV\274_11.tif,data\chips\VH\274_11.tif,data\dem\274_11.tif,data\pwater\274_11.tif,data\labels\274_11.tif,0.1922607421875
data\chips\VV\275_00.tif,data\chips\VH\275_00.tif,data\dem\275_00.tif,data\pwater\275_00.tif,data\labels\275_00.tif,0.26397705078125
data\chips\VV\275_01.tif,data\chips\VH\275_01.tif,data\dem\275_01.tif,data\pwater\275_01.tif,data\labels\275_01.tif,0.30975341796875
data\chips\VV\275_10.tif,data\chips\VH\275_10.tif,data\dem\275_10.tif,data\pwater\275_10.tif,data\labels\275_10.tif,1.1322021484375
data\chips\VV\275_11.tif,data\chips\VH\275_11.tif,data\dem\275_11.tif,data\pwater\275_11.tif,data\labels\275_11.tif,0.860595703125
data\chips\VV\276_00.tif,data\chips\VH\276_00.tif,data\dem\276_00.tif,data\pwater\276_00.tif,data\labels\276_00.tif,7.3516845703125
data\chips\VV\276_01.tif,data\chips\VH\276_01.tif,data\dem\276_01.tif,data\pwater\276_01.tif,data\labels\276_01.tif,21.88262939453125
data\chips\VV\276_10.tif,data\chips\VH\276_10.tif,data\dem\276_10.tif,data\pwater\276_10.tif,data\labels\276_10.tif,4.00238037109375
data\chips\VV\276_11.tif,data\chips\VH\276_11.tif,data\dem\276_11.tif,data\pwater\276_11.tif,data\labels\276_11.tif,5.0201416015625
data\chips\VV\277_00.tif,data\chips\VH\277_00.tif,data\dem\277_00.tif,data\pwater\277_00.tif,data\labels\277_00.tif,1.93634033203125
data\chips\VV\277_01.tif,data\chips\VH\277_01.tif,data\dem\277_01.tif,data\pwater\277_01.tif,data\labels\277_01.tif,3.0426025390625
data\chips\VV\277_10.tif,data\chips\VH\277_10.tif,data\dem\277_10.tif,data\pwater\277_10.tif,data\labels\277_10.tif,1.50299072265625
data\chips\VV\277_11.tif,data\chips\VH\277_11.tif,data\dem\277_11.tif,data\pwater\277_11.tif,data\labels\277_11.tif,1.3397216796875
data\chips\VV\278_00.tif,data\chips\VH\278_00.tif,data\dem\278_00.tif,data\pwater\278_00.tif,data\labels\278_00.tif,1.8829345703125
data\chips\VV\278_01.tif,data\chips\VH\278_01.tif,data\dem\278_01.tif,data\pwater\278_01.tif,data\labels\278_01.tif,2.2552490234375
data\chips\VV\278_10.tif,data\chips\VH\278_10.tif,data\dem\278_10.tif,data\pwater\278_10.tif,data\labels\278_10.tif,1.89666748046875
data\chips\VV\278_11.tif,data\chips\VH\278_11.tif,data\dem\278_11.tif,data\pwater\278_11.tif,data\labels\278_11.tif,3.48968505859375
data\chips\VV\279_00.tif,data\chips\VH\279_00.tif,data\dem\279_00.tif,data\pwater\279_00.tif,data\labels\279_00.tif,25.52490234375
data\chips\VV\279_01.tif,data\chips\VH\279_01.tif,data\dem\279_01.tif,data\pwater\279_01.tif,data\labels\279_01.tif,8.5723876953125
data\chips\VV\279_10.tif,data\chips\VH\279_10.tif,data\dem\279_10.tif,data\pwater\279_10.tif,data\labels\279_10.tif,5.224609375
data\chips\VV\279_11.tif,data\chips\VH\279_11.tif,data\dem\279_11.tif,data\pwater\279_11.tif,data\labels\279_11.tif,0.88653564453125
data\chips\VV\280_00.tif,data\chips\VH\280_00.tif,data\dem\280_00.tif,data\pwater\280_00.tif,data\labels\280_00.tif,0.32958984375
data\chips\VV\280_01.tif,data\chips\VH\280_01.tif,data\dem\280_01.tif,data\pwater\280_01.tif,data\labels\280_01.tif,0.45013427734375
data\chips\VV\280_10.tif,data\chips\VH\280_10.tif,data\dem\280_10.tif,data\pwater\280_10.tif,data\labels\280_10.tif,0.8575439453125
data\chips\VV\280_11.tif,data\chips\VH\280_11.tif,data\dem\280_11.tif,data\pwater\280_11.tif,data\labels\280_11.tif,0.4180908203125
data\chips\VV\281_00.tif,data\chips\VH\281_00.tif,data\dem\281_00.tif,data\pwater\281_00.tif,data\labels\281_00.tif,0.0
data\chips\VV\281_01.tif,data\chips\VH\281_01.tif,data\dem\281_01.tif,data\pwater\281_01.tif,data\labels\281_01.tif,0.0
data\chips\VV\281_10.tif,data\chips\VH\281_10.tif,data\dem\281_10.tif,data\pwater\281_10.tif,data\labels\281_10.tif,0.72479248046875
data\chips\VV\281_11.tif,data\chips\VH\281_11.tif,data\dem\281_11.tif,data\pwater\281_11.tif,data\labels\281_11.tif,0.054931640625
data\chips\VV\282_00.tif,data\chips\VH\282_00.tif,data\dem\282_00.tif,data\pwater\282_00.tif,data\labels\282_00.tif,0.67138671875
data\chips\VV\282_01.tif,data\chips\VH\282_01.tif,data\dem\282_01.tif,data\pwater\282_01.tif,data\labels\282_01.tif,0.75531005859375
data\chips\VV\282_10.tif,data\chips\VH\282_10.tif,data\dem\282_10.tif,data\pwater\282_10.tif,data\labels\282_10.tif,2.59246826171875
data\chips\VV\282_11.tif,data\chips\VH\282_11.tif,data\dem\282_11.tif,data\pwater\282_11.tif,data\labels\282_11.tif,0.59814453125
data\chips\VV\283_00.tif,data\chips\VH\283_00.tif,data\dem\283_00.tif,data\pwater\283_00.tif,data\labels\283_00.tif,1.1199951171875
data\chips\VV\283_01.tif,data\chips\VH\283_01.tif,data\dem\283_01.tif,data\pwater\283_01.tif,data\labels\283_01.tif,14.8956298828125
data\chips\VV\283_10.tif,data\chips\VH\283_10.tif,data\dem\283_10.tif,data\pwater\283_10.tif,data\labels\283_10.tif,0.6378173828125
data\chips\VV\283_11.tif,data\chips\VH\283_11.tif,data\dem\283_11.tif,data\pwater\283_11.tif,data\labels\283_11.tif,3.8726806640625
data\chips\VV\284_00.tif,data\chips\VH\284_00.tif,data\dem\284_00.tif,data\pwater\284_00.tif,data\labels\284_00.tif,1.06353759765625
data\chips\VV\284_01.tif,data\chips\VH\284_01.tif,data\dem\284_01.tif,data\pwater\284_01.tif,data\labels\284_01.tif,1.40533447265625
data\chips\VV\284_10.tif,data\chips\VH\284_10.tif,data\dem\284_10.tif,data\pwater\284_10.tif,data\labels\284_10.tif,3.59954833984375
data\chips\VV\284_11.tif,data\chips\VH\284_11.tif,data\dem\284_11.tif,data\pwater\284_11.tif,data\labels\284_11.tif,0.35247802734375
data\chips\VV\285_00.tif,data\chips\VH\285_00.tif,data\dem\285_00.tif,data\pwater\285_00.tif,data\labels\285_00.tif,0.518798828125
data\chips\VV\285_01.tif,data\chips\VH\285_01.tif,data\dem\285_01.tif,data\pwater\285_01.tif,data\labels\285_01.tif,0.54779052734375
data\chips\VV\285_10.tif,data\chips\VH\285_10.tif,data\dem\285_10.tif,data\pwater\285_10.tif,data\labels\285_10.tif,23.39630126953125
data\chips\VV\285_11.tif,data\chips\VH\285_11.tif,data\dem\285_11.tif,data\pwater\285_11.tif,data\labels\285_11.tif,12.9150390625
data\chips\VV\286_00.tif,data\chips\VH\286_00.tif,data\dem\286_00.tif,data\pwater\286_00.tif,data\labels\286_00.tif,0.799560546875
data\chips\VV\286_01.tif,data\chips\VH\286_01.tif,data\dem\286_01.tif,data\pwater\286_01.tif,data\labels\286_01.tif,0.8331298828125
data\chips\VV\286_10.tif,data\chips\VH\286_10.tif,data\dem\286_10.tif,data\pwater\286_10.tif,data\labels\286_10.tif,6.87713623046875
data\chips\VV\286_11.tif,data\chips\VH\286_11.tif,data\dem\286_11.tif,data\pwater\286_11.tif,data\labels\286_11.tif,0.69732666015625
data\chips\VV\287_00.tif,data\chips\VH\287_00.tif,data\dem\287_00.tif,data\pwater\287_00.tif,data\labels\287_00.tif,1.39007568359375
data\chips\VV\287_01.tif,data\chips\VH\287_01.tif,data\dem\287_01.tif,data\pwater\287_01.tif,data\labels\287_01.tif,0.4730224609375
data\chips\VV\287_10.tif,data\chips\VH\287_10.tif,data\dem\287_10.tif,data\pwater\287_10.tif,data\labels\287_10.tif,0.4852294921875
data\chips\VV\287_11.tif,data\chips\VH\287_11.tif,data\dem\287_11.tif,data\pwater\287_11.tif,data\labels\287_11.tif,0.677490234375
data\chips\VV\288_00.tif,data\chips\VH\288_00.tif,data\dem\288_00.tif,data\pwater\288_00.tif,data\labels\288_00.tif,3.570556640625
data\chips\VV\288_01.tif,data\chips\VH\288_01.tif,data\dem\288_01.tif,data\pwater\288_01.tif,data\labels\288_01.tif,22.90802001953125
data\chips\VV\288_10.tif,data\chips\VH\288_10.tif,data\dem\288_10.tif,data\pwater\288_10.tif,data\labels\288_10.tif,0.5157470703125
data\chips\VV\288_11.tif,data\chips\VH\288_11.tif,data\dem\288_11.tif,data\pwater\288_11.tif,data\labels\288_11.tif,1.34735107421875
data\chips\VV\289_00.tif,data\chips\VH\289_00.tif,data\dem\289_00.tif,data\pwater\289_00.tif,data\labels\289_00.tif,3.485107421875
data\chips\VV\289_01.tif,data\chips\VH\289_01.tif,data\dem\289_01.tif,data\pwater\289_01.tif,data\labels\289_01.tif,2.1942138671875
data\chips\VV\289_10.tif,data\chips\VH\289_10.tif,data\dem\289_10.tif,data\pwater\289_10.tif,data\labels\289_10.tif,0.34942626953125
data\chips\VV\289_11.tif,data\chips\VH\289_11.tif,data\dem\289_11.tif,data\pwater\289_11.tif,data\labels\289_11.tif,0.4913330078125
data\chips\VV\290_00.tif,data\chips\VH\290_00.tif,data\dem\290_00.tif,data\pwater\290_00.tif,data\labels\290_00.tif,0.2197265625
data\chips\VV\290_01.tif,data\chips\VH\290_01.tif,data\dem\290_01.tif,data\pwater\290_01.tif,data\labels\290_01.tif,0.48828125
data\chips\VV\290_10.tif,data\chips\VH\290_10.tif,data\dem\290_10.tif,data\pwater\290_10.tif,data\labels\290_10.tif,0.6317138671875
data\chips\VV\290_11.tif,data\chips\VH\290_11.tif,data\dem\290_11.tif,data\pwater\290_11.tif,data\labels\290_11.tif,1.67083740234375
data\chips\VV\291_00.tif,data\chips\VH\291_00.tif,data\dem\291_00.tif,data\pwater\291_00.tif,data\labels\291_00.tif,26.14593505859375
data\chips\VV\291_01.tif,data\chips\VH\291_01.tif,data\dem\291_01.tif,data\pwater\291_01.tif,data\labels\291_01.tif,37.1490478515625
data\chips\VV\291_10.tif,data\chips\VH\291_10.tif,data\dem\291_10.tif,data\pwater\291_10.tif,data\labels\291_10.tif,9.4268798828125
data\chips\VV\291_11.tif,data\chips\VH\291_11.tif,data\dem\291_11.tif,data\pwater\291_11.tif,data\labels\291_11.tif,5.1605224609375
data\chips\VV\292_00.tif,data\chips\VH\292_00.tif,data\dem\292_00.tif,data\pwater\292_00.tif,data\labels\292_00.tif,1.96075439453125
data\chips\VV\292_01.tif,data\chips\VH\292_01.tif,data\dem\292_01.tif,data\pwater\292_01.tif,data\labels\292_01.tif,1.41754150390625
data\chips\VV\292_10.tif,data\chips\VH\292_10.tif,data\dem\292_10.tif,data\pwater\292_10.tif,data\labels\292_10.tif,1.63116455078125
data\chips\VV\292_11.tif,data\chips\VH\292_11.tif,data\dem\292_11.tif,data\pwater\292_11.tif,data\labels\292_11.tif,0.8026123046875
data\chips\VV\293_00.tif,data\chips\VH\293_00.tif,data\dem\293_00.tif,data\pwater\293_00.tif,data\labels\293_00.tif,1.93634033203125
data\chips\VV\293_01.tif,data\chips\VH\293_01.tif,data\dem\293_01.tif,data\pwater\293_01.tif,data\labels\293_01.tif,0.7354736328125
data\chips\VV\293_10.tif,data\chips\VH\293_10.tif,data\dem\293_10.tif,data\pwater\293_10.tif,data\labels\293_10.tif,0.25787353515625
data\chips\VV\293_11.tif,data\chips\VH\293_11.tif,data\dem\293_11.tif,data\pwater\293_11.tif,data\labels\293_11.tif,1.1322021484375
data\chips\VV\294_00.tif,data\chips\VH\294_00.tif,data\dem\294_00.tif,data\pwater\294_00.tif,data\labels\294_00.tif,2.43988037109375
data\chips\VV\294_01.tif,data\chips\VH\294_01.tif,data\dem\294_01.tif,data\pwater\294_01.tif,data\labels\294_01.tif,1.45416259765625
data\chips\VV\294_10.tif,data\chips\VH\294_10.tif,data\dem\294_10.tif,data\pwater\294_10.tif,data\labels\294_10.tif,3.2989501953125
data\chips\VV\294_11.tif,data\chips\VH\294_11.tif,data\dem\294_11.tif,data\pwater\294_11.tif,data\labels\294_11.tif,1.6357421875
data\chips\VV\295_00.tif,data\chips\VH\295_00.tif,data\dem\295_00.tif,data\pwater\295_00.tif,data\labels\295_00.tif,0.50506591796875
data\chips\VV\295_01.tif,data\chips\VH\295_01.tif,data\dem\295_01.tif,data\pwater\295_01.tif,data\labels\295_01.tif,0.738525390625
data\chips\VV\295_10.tif,data\chips\VH\295_10.tif,data\dem\295_10.tif,data\pwater\295_10.tif,data\labels\295_10.tif,0.7232666015625
data\chips\VV\295_11.tif,data\chips\VH\295_11.tif,data\dem\295_11.tif,data\pwater\295_11.tif,data\labels\295_11.tif,0.37384033203125
data\chips\VV\296_00.tif,data\chips\VH\296_00.tif,data\dem\296_00.tif,data\pwater\296_00.tif,data\labels\296_00.tif,0.27923583984375
data\chips\VV\296_01.tif,data\chips\VH\296_01.tif,data\dem\296_01.tif,data\pwater\296_01.tif,data\labels\296_01.tif,1.9287109375
data\chips\VV\296_10.tif,data\chips\VH\296_10.tif,data\dem\296_10.tif,data\pwater\296_10.tif,data\labels\296_10.tif,10.662841796875
data\chips\VV\296_11.tif,data\chips\VH\296_11.tif,data\dem\296_11.tif,data\pwater\296_11.tif,data\labels\296_11.tif,3.10821533203125
data\chips\VV\297_00.tif,data\chips\VH\297_00.tif,data\dem\297_00.tif,data\pwater\297_00.tif,data\labels\297_00.tif,2.630615234375
data\chips\VV\297_01.tif,data\chips\VH\297_01.tif,data\dem\297_01.tif,data\pwater\297_01.tif,data\labels\297_01.tif,1.0589599609375
data\chips\VV\297_10.tif,data\chips\VH\297_10.tif,data\dem\297_10.tif,data\pwater\297_10.tif,data\labels\297_10.tif,1.2847900390625
data\chips\VV\297_11.tif,data\chips\VH\297_11.tif,data\dem\297_11.tif,data\pwater\297_11.tif,data\labels\297_11.tif,1.04217529296875
data\chips\VV\298_00.tif,data\chips\VH\298_00.tif,data\dem\298_00.tif,data\pwater\298_00.tif,data\labels\298_00.tif,0.9033203125
data\chips\VV\298_01.tif,data\chips\VH\298_01.tif,data\dem\298_01.tif,data\pwater\298_01.tif,data\labels\298_01.tif,1.104736328125
data\chips\VV\298_10.tif,data\chips\VH\298_10.tif,data\dem\298_10.tif,data\pwater\298_10.tif,data\labels\298_10.tif,1.055908203125
data\chips\VV\298_11.tif,data\chips\VH\298_11.tif,data\dem\298_11.tif,data\pwater\298_11.tif,data\labels\298_11.tif,2.5482177734375
data\chips\VV\299_00.tif,data\chips\VH\299_00.tif,data\dem\299_00.tif,data\pwater\299_00.tif,data\labels\299_00.tif,1.09100341796875
data\chips\VV\299_01.tif,data\chips\VH\299_01.tif,data\dem\299_01.tif,data\pwater\299_01.tif,data\labels\299_01.tif,0.213623046875
data\chips\VV\299_10.tif,data\chips\VH\299_10.tif,data\dem\299_10.tif,data\pwater\299_10.tif,data\labels\299_10.tif,0.59967041015625
data\chips\VV\299_11.tif,data\chips\VH\299_11.tif,data\dem\299_11.tif,data\pwater\299_11.tif,data\labels\299_11.tif,0.244140625
data\chips\VV\300_00.tif,data\chips\VH\300_00.tif,data\dem\300_00.tif,data\pwater\300_00.tif,data\labels\300_00.tif,27.0538330078125
data\chips\VV\300_01.tif,data\chips\VH\300_01.tif,data\dem\300_01.tif,data\pwater\300_01.tif,data\labels\300_01.tif,7.18994140625
data\chips\VV\300_10.tif,data\chips\VH\300_10.tif,data\dem\300_10.tif,data\pwater\300_10.tif,data\labels\300_10.tif,10.84136962890625
data\chips\VV\300_11.tif,data\chips\VH\300_11.tif,data\dem\300_11.tif,data\pwater\300_11.tif,data\labels\300_11.tif,11.871337890625
data\chips\VV\301_00.tif,data\chips\VH\301_00.tif,data\dem\301_00.tif,data\pwater\301_00.tif,data\labels\301_00.tif,3.01666259765625
data\chips\VV\301_01.tif,data\chips\VH\301_01.tif,data\dem\301_01.tif,data\pwater\301_01.tif,data\labels\301_01.tif,0.5096435546875
data\chips\VV\301_10.tif,data\chips\VH\301_10.tif,data\dem\301_10.tif,data\pwater\301_10.tif,data\labels\301_10.tif,27.50244140625
data\chips\VV\301_11.tif,data\chips\VH\301_11.tif,data\dem\301_11.tif,data\pwater\301_11.tif,data\labels\301_11.tif,25.93231201171875
data\chips\VV\302_00.tif,data\chips\VH\302_00.tif,data\dem\302_00.tif,data\pwater\302_00.tif,data\labels\302_00.tif,19.74334716796875
data\chips\VV\302_01.tif,data\chips\VH\302_01.tif,data\dem\302_01.tif,data\pwater\302_01.tif,data\labels\302_01.tif,1.702880859375
data\chips\VV\302_10.tif,data\chips\VH\302_10.tif,data\dem\302_10.tif,data\pwater\302_10.tif,data\labels\302_10.tif,5.04608154296875
data\chips\VV\302_11.tif,data\chips\VH\302_11.tif,data\dem\302_11.tif,data\pwater\302_11.tif,data\labels\302_11.tif,0.274658203125
data\chips\VV\303_00.tif,data\chips\VH\303_00.tif,data\dem\303_00.tif,data\pwater\303_00.tif,data\labels\303_00.tif,1.13372802734375
data\chips\VV\303_01.tif,data\chips\VH\303_01.tif,data\dem\303_01.tif,data\pwater\303_01.tif,data\labels\303_01.tif,0.56304931640625
data\chips\VV\303_10.tif,data\chips\VH\303_10.tif,data\dem\303_10.tif,data\pwater\303_10.tif,data\labels\303_10.tif,0.20294189453125
data\chips\VV\303_11.tif,data\chips\VH\303_11.tif,data\dem\303_11.tif,data\pwater\303_11.tif,data\labels\303_11.tif,0.09002685546875
data\chips\VV\304_00.tif,data\chips\VH\304_00.tif,data\dem\304_00.tif,data\pwater\304_00.tif,data\labels\304_00.tif,0.4547119140625
data\chips\VV\304_01.tif,data\chips\VH\304_01.tif,data\dem\304_01.tif,data\pwater\304_01.tif,data\labels\304_01.tif,0.6561279296875
data\chips\VV\304_10.tif,data\chips\VH\304_10.tif,data\dem\304_10.tif,data\pwater\304_10.tif,data\labels\304_10.tif,0.34942626953125
data\chips\VV\304_11.tif,data\chips\VH\304_11.tif,data\dem\304_11.tif,data\pwater\304_11.tif,data\labels\304_11.tif,0.09307861328125
data\chips\VV\305_00.tif,data\chips\VH\305_00.tif,data\dem\305_00.tif,data\pwater\305_00.tif,data\labels\305_00.tif,0.09613037109375
data\chips\VV\305_01.tif,data\chips\VH\305_01.tif,data\dem\305_01.tif,data\pwater\305_01.tif,data\labels\305_01.tif,2.45513916015625
data\chips\VV\305_10.tif,data\chips\VH\305_10.tif,data\dem\305_10.tif,data\pwater\305_10.tif,data\labels\305_10.tif,0.83770751953125
data\chips\VV\305_11.tif,data\chips\VH\305_11.tif,data\dem\305_11.tif,data\pwater\305_11.tif,data\labels\305_11.tif,0.80413818359375
data\chips\VV\306_00.tif,data\chips\VH\306_00.tif,data\dem\306_00.tif,data\pwater\306_00.tif,data\labels\306_00.tif,1.41448974609375
data\chips\VV\306_01.tif,data\chips\VH\306_01.tif,data\dem\306_01.tif,data\pwater\306_01.tif,data\labels\306_01.tif,1.84173583984375
data\chips\VV\306_10.tif,data\chips\VH\306_10.tif,data\dem\306_10.tif,data\pwater\306_10.tif,data\labels\306_10.tif,1.67236328125
data\chips\VV\306_11.tif,data\chips\VH\306_11.tif,data\dem\306_11.tif,data\pwater\306_11.tif,data\labels\306_11.tif,0.52642822265625
data\chips\VV\307_00.tif,data\chips\VH\307_00.tif,data\dem\307_00.tif,data\pwater\307_00.tif,data\labels\307_00.tif,0.25634765625
data\chips\VV\307_01.tif,data\chips\VH\307_01.tif,data\dem\307_01.tif,data\pwater\307_01.tif,data\labels\307_01.tif,0.457763671875
data\chips\VV\307_10.tif,data\chips\VH\307_10.tif,data\dem\307_10.tif,data\pwater\307_10.tif,data\labels\307_10.tif,1.63421630859375
data\chips\VV\307_11.tif,data\chips\VH\307_11.tif,data\dem\307_11.tif,data\pwater\307_11.tif,data\labels\307_11.tif,0.05035400390625
data\chips\VV\308_00.tif,data\chips\VH\308_00.tif,data\dem\308_00.tif,data\pwater\308_00.tif,data\labels\308_00.tif,0.5828857421875
data\chips\VV\308_01.tif,data\chips\VH\308_01.tif,data\dem\308_01.tif,data\pwater\308_01.tif,data\labels\308_01.tif,0.2532958984375
data\chips\VV\308_10.tif,data\chips\VH\308_10.tif,data\dem\308_10.tif,data\pwater\308_10.tif,data\labels\308_10.tif,0.0
data\chips\VV\308_11.tif,data\chips\VH\308_11.tif,data\dem\308_11.tif,data\pwater\308_11.tif,data\labels\308_11.tif,0.2349853515625
data\chips\VV\309_00.tif,data\chips\VH\309_00.tif,data\dem\309_00.tif,data\pwater\309_00.tif,data\labels\309_00.tif,2.17437744140625
data\chips\VV\309_01.tif,data\chips\VH\309_01.tif,data\dem\309_01.tif,data\pwater\309_01.tif,data\labels\309_01.tif,1.885986328125
data\chips\VV\309_10.tif,data\chips\VH\309_10.tif,data\dem\309_10.tif,data\pwater\309_10.tif,data\labels\309_10.tif,0.15716552734375
